Order_ID,Order_Date,Customer_Name,Category,Product,Region,Quantity,Sales,Profit
ORD1069,2025-01-23,Customer 028,Furniture,Bookshelf,North,3,21879.25,3689.99
ORD1070,2025-06-02,Customer 102,Furniture,Desk,North,2,26673.36,4687.2
ORD1071,2025-03-27,Customer 060,Furniture,Bookshelf,West,3,20240.62,4007.68
ORD1072,2025-12-01,Customer 093,Electronics,Keyboard,South,5,12428.41,2149.93
ORD1073,2025-07-21,Customer 107,Electronics,Keyboard,West,6,15686.64,3236.27
ORD1074,2025-04-16,Customer 120,Furniture,Chair,South,1,6958.04,1142.29
ORD1075,2025-08-21,Customer 020,Furniture,Table,South,7,74728.99,14423.19
ORD1076,2025-01-31,Customer 192,Furniture,Bookshelf,West,5,39577.37,6317.28
ORD1077,2025-12-30,Customer 160,Electronics,Smartphone,West,6,175805.89,36002.18
ORD1078,2025-04-03,Customer 105,Electronics,Keyboard,South,1,2567.56,402.22
ORD1079,2025-06-23,Customer 094,Electronics,Smartphone,South,2,58110.66,11045.1
ORD1080,2025-10-06,Customer 048,Furniture,Table,South,6,78463.69,14472.68
ORD1081,2025-09-21,Customer 018,Electronics,Smartphone,North,7,176741.06,27959.95
ORD1082,2025-06-02,Customer 147,Furniture,Chair,North,6,42209.56,8314.7
ORD1083,2025-10-18,Customer 073,Furniture,Bookshelf,South,7,52859.22,8929.9
ORD1084,2025-02-27,Customer 112,Electronics,Monitor,North,3,59026.11,12721.83
ORD1085,2025-12-13,Customer 188,Furniture,Bookshelf,North,3,22447.02,4235.97
ORD1086,2025-06-24,Customer 001,Furniture,Bookshelf,South,5,33701.77,7382.85
ORD1087,2025-11-17,Customer 128,Electronics,Headphones,East,7,21695.82,4546.08
ORD1088,2025-08-03,Customer 020,Electronics,Smartphone,North,4,120364.5,18158.33
ORD1089,2025-04-26,Customer 089,Furniture,Bookshelf,East,6,39421.52,7178.59
ORD1090,2025-12-02,Customer 079,Electronics,Monitor,West,4,95426.16,15052.64
ORD1091,2025-01-16,Customer 022,Electronics,Laptop,South,7,310944.87,64857.74
ORD1092,2025-08-31,Customer 137,Electronics,Keyboard,West,1,2612.59,408.43
ORD1093,2025-11-08,Customer 156,Electronics,Headphones,West,1,3227.87,516.5
ORD1094,2025-11-29,Customer 002,Electronics,Smartphone,East,1,29836.1,4550.94
ORD1095,2025-12-18,Customer 048,Electronics,Smartphone,North,1,29405.66,6060.62
ORD1096,2025-01-21,Customer 025,Electronics,Headphones,West,2,7632.02,1640.47
ORD1097,2025-06-16,Customer 041,Electronics,Headphones,East,5,19274.4,2945.33
ORD1098,2025-07-04,Customer 018,Electronics,Smartphone,West,5,152981.79,29693.89
ORD1099,2025-01-06,Customer 055,Furniture,Desk,East,2,31041.2,5075.64
ORD1100,2025-12-24,Customer 015,Furniture,Bookshelf,South,4,28936.97,4450.94
ORD1101,2025-05-31,Customer 035,Electronics,Laptop,North,1,52974.08,10577.36
ORD1102,2025-03-08,Customer 109,Electronics,Laptop,West,6,326042.32,59372.06
ORD1103,2025-04-01,Customer 190,Furniture,Sofa,South,5,178801.69,28636.72
ORD1104,2025-07-30,Customer 089,Electronics,Monitor,West,3,69955.56,13672.56
ORD1105,2025-11-30,Customer 095,Electronics,Smartphone,East,2,57142.83,10187.56
ORD1106,2025-02-18,Customer 123,Electronics,Smartphone,North,7,186217.82,31904.57
ORD1107,2025-02-26,Customer 082,Furniture,Bookshelf,West,5,36413.61,6511.73
ORD1108,2025-08-03,Customer 060,Furniture,Sofa,North,7,231552.51,35317.36
ORD1109,2025-05-09,Customer 114,Furniture,Desk,South,4,53225.32,10116.65
ORD1110,2025-08-25,Customer 050,Furniture,Bookshelf,West,4,29280.44,5040.19
ORD1111,2025-07-12,Customer 073,Electronics,Monitor,West,4,86189.44,16705.31
ORD1112,2025-09-26,Customer 171,Furniture,Table,South,6,80346.3,17232.19
ORD1113,2025-07-09,Customer 168,Furniture,Bookshelf,North,4,30518.91,5249.6
ORD1114,2025-02-12,Customer 165,Furniture,Desk,East,1,12638.46,2640.67
ORD1115,2025-09-24,Customer 063,Electronics,Laptop,East,2,90272.71,14634.07
ORD1116,2025-01-06,Customer 084,Furniture,Bookshelf,North,7,53809.45,11297.74
ORD1117,2025-07-05,Customer 073,Furniture,Bookshelf,South,2,14423.53,2284.36
ORD1118,2025-12-30,Customer 155,Electronics,Keyboard,South,1,2704.08,464.47
ORD1119,2025-05-02,Customer 003,Electronics,Smartphone,South,5,137705.23,26833.54
ORD1120,2025-07-11,Customer 084,Furniture,Sofa,West,6,188816.33,30515.26
ORD1121,2025-10-20,Customer 199,Electronics,Keyboard,South,7,17793.84,3714.2
ORD1122,2025-06-13,Customer 168,Electronics,Smartphone,West,4,110325.99,17167.1
ORD1123,2025-04-22,Customer 037,Electronics,Laptop,East,4,188251.64,30223.26
ORD1124,2025-01-17,Customer 039,Electronics,Keyboard,North,7,16097.47,2743.72
ORD1125,2025-04-09,Customer 049,Electronics,Keyboard,West,5,12474.84,1944.68
ORD1126,2025-08-21,Customer 159,Electronics,Headphones,West,6,21939.64,4320.23
ORD1127,2025-11-18,Customer 068,Furniture,Chair,West,1,6239.89,1171.64
ORD1128,2025-06-26,Customer 074,Electronics,Headphones,South,3,11346.18,2378.63
ORD1129,2025-05-21,Customer 069,Furniture,Desk,South,7,104152.92,21822.04
ORD1130,2025-07-13,Customer 200,Furniture,Desk,West,6,76689.97,13643.04
ORD1131,2025-04-26,Customer 039,Furniture,Chair,North,5,29355.69,5099.67
ORD1132,2025-12-05,Customer 029,Electronics,Laptop,South,5,233809.77,40104.79
ORD1133,2025-07-11,Customer 127,Furniture,Table,South,1,11200.88,2231.35
ORD1134,2025-08-15,Customer 131,Electronics,Keyboard,West,6,14898.78,3028.93
ORD1135,2025-06-18,Customer 174,Furniture,Table,East,6,82005.36,16789.81
ORD1136,2025-09-25,Customer 193,Electronics,Smartphone,South,4,111951.03,21127.09
ORD1137,2025-10-27,Customer 147,Furniture,Desk,West,7,116255.4,19783.88
ORD1138,2025-05-07,Customer 102,Furniture,Bookshelf,West,5,31050.63,4746.59
ORD1139,2025-04-29,Customer 196,Electronics,Keyboard,East,4,11456.62,2091.38
ORD1140,2025-10-17,Customer 109,Furniture,Desk,West,1,12693.96,2397.66
ORD1141,2025-01-21,Customer 075,Furniture,Sofa,West,7,268709.86,41001.89
ORD1142,2025-02-09,Customer 132,Electronics,Laptop,West,3,149994.32,29988.08
ORD1143,2025-05-20,Customer 010,Electronics,Laptop,West,7,356383.29,73436.7
ORD1144,2025-08-15,Customer 191,Furniture,Sofa,South,1,38760.32,5826.26
ORD1145,2025-09-13,Customer 180,Furniture,Sofa,South,5,150304.38,26768.44
ORD1146,2025-03-28,Customer 156,Furniture,Chair,West,2,14375.85,2506.6
ORD1147,2025-02-11,Customer 055,Electronics,Keyboard,South,3,7703.22,1369.52
ORD1148,2025-03-10,Customer 090,Electronics,Headphones,South,7,21448.37,3730.62
ORD1149,2025-10-10,Customer 082,Furniture,Desk,South,6,100017.2,17077.47
ORD1150,2025-07-29,Customer 147,Electronics,Smartphone,South,1,32754.31,6520.13
ORD1151,2025-05-06,Customer 027,Electronics,Laptop,East,3,160254.02,29612.4
ORD1152,2025-01-25,Customer 061,Electronics,Monitor,North,1,20033.06,3029.74
ORD1153,2025-11-20,Customer 192,Electronics,Keyboard,West,5,11912.35,2137.39
ORD1154,2025-07-17,Customer 078,Furniture,Bookshelf,East,4,26190.14,5572.99
ORD1155,2025-12-26,Customer 149,Furniture,Table,East,3,40417.9,7560.89
ORD1156,2025-08-27,Customer 060,Furniture,Table,North,5,56388.9,9411.08
ORD1157,2025-01-23,Customer 113,Electronics,Smartphone,North,2,63400.78,10767.18
ORD1158,2025-10-14,Customer 190,Furniture,Bookshelf,West,5,34353.06,6298.22
ORD1159,2025-04-08,Customer 158,Furniture,Table,North,5,65663.49,13998.06
ORD1160,2025-07-25,Customer 064,Electronics,Smartphone,West,2,50192.39,9822.88
ORD1161,2025-12-09,Customer 192,Furniture,Bookshelf,South,4,27436.97,4184.38
ORD1162,2025-01-15,Customer 197,Electronics,Smartphone,North,3,78986.61,12210.31
ORD1163,2025-11-07,Customer 023,Furniture,Sofa,South,4,132127.94,20290.52
ORD1164,2025-01-23,Customer 196,Electronics,Monitor,North,6,139848.31,23003.85
ORD1165,2025-04-16,Customer 023,Furniture,Desk,North,3,42411.76,6366.69
ORD1166,2025-01-01,Customer 006,Electronics,Headphones,North,2,7017.15,1293.02
ORD1167,2025-07-13,Customer 053,Furniture,Desk,East,4,62882.11,13135.08
ORD1168,2025-03-30,Customer 067,Electronics,Monitor,East,5,109335.49,21629.63
ORD1169,2025-06-30,Customer 093,Furniture,Bookshelf,West,3,23711.42,3637.33
ORD1170,2025-02-24,Customer 005,Furniture,Bookshelf,West,2,12098.97,1931.9
ORD1171,2025-02-26,Customer 023,Electronics,Laptop,South,1,43058.59,6553.08
ORD1172,2025-03-30,Customer 138,Furniture,Chair,West,4,26539.85,5077.44
ORD1173,2025-06-17,Customer 033,Furniture,Desk,West,1,16037.16,3100.6
ORD1174,2025-11-09,Customer 112,Furniture,Bookshelf,North,7,45387.67,9727.28
ORD1175,2025-09-25,Customer 163,Electronics,Keyboard,East,5,14317.44,2509.95
ORD1176,2025-10-19,Customer 104,Electronics,Monitor,North,4,90659.38,14971.93
ORD1177,2025-09-26,Customer 070,Furniture,Chair,North,3,17031.93,2590.36
ORD1178,2025-03-02,Customer 061,Electronics,Laptop,South,5,253544.31,50598.92
ORD1179,2025-03-28,Customer 026,Electronics,Headphones,West,3,11728.56,2246.82
ORD1180,2025-09-10,Customer 025,Electronics,Smartphone,West,5,128518.35,23841.5
ORD1181,2025-07-30,Customer 117,Furniture,Sofa,North,1,29924.09,6568.81
ORD1182,2025-11-24,Customer 034,Electronics,Smartphone,South,5,158761.26,29773.14
ORD1183,2025-02-18,Customer 059,Electronics,Smartphone,North,2,49313.89,9449.51
ORD1184,2025-11-02,Customer 032,Furniture,Chair,East,7,38922.89,7461.52
ORD1185,2025-03-09,Customer 111,Electronics,Headphones,South,7,22689.43,4373.48
ORD1186,2025-09-05,Customer 054,Electronics,Monitor,West,6,140940.48,26734.39
ORD1187,2025-12-11,Customer 003,Furniture,Bookshelf,East,7,47813.3,8894.27
ORD1188,2025-07-09,Customer 155,Furniture,Bookshelf,West,3,20420.16,3197.49
ORD1189,2025-05-12,Customer 193,Furniture,Chair,North,3,20568.1,3300.28
ORD1190,2025-03-14,Customer 049,Electronics,Smartphone,East,5,157846.52,33760.34
ORD1191,2025-08-24,Customer 076,Electronics,Monitor,North,4,94164.27,19914.39
ORD1192,2025-09-28,Customer 190,Furniture,Table,South,1,12832.09,2628.1
ORD1193,2025-11-11,Customer 160,Furniture,Desk,South,1,16257.28,3423.62
ORD1194,2025-03-16,Customer 043,Electronics,Laptop,West,1,50971.31,7728.26
ORD1195,2025-08-18,Customer 079,Electronics,Keyboard,South,3,7993.45,1695.65
ORD1196,2025-08-11,Customer 003,Electronics,Monitor,South,3,67603.59,12076.69
ORD1197,2025-05-04,Customer 076,Furniture,Table,North,7,83184.53,13623.29
ORD1198,2025-02-17,Customer 010,Electronics,Monitor,North,6,118649.71,23483.07
ORD1199,2025-06-22,Customer 151,Electronics,Laptop,South,7,306923.78,48163.93
ORD1200,2025-04-12,Customer 096,Electronics,Headphones,South,3,9561.58,1558.57
ORD1201,2025-01-04,Customer 097,Electronics,Laptop,East,4,176288.07,27000.65
ORD1202,2025-08-27,Customer 047,Electronics,Keyboard,North,2,4993.26,787.68
ORD1203,2025-10-10,Customer 181,Electronics,Smartphone,East,3,92292.21,19507.78
ORD1204,2025-12-25,Customer 083,Electronics,Keyboard,East,5,14198.75,2201.2
ORD1205,2025-10-26,Customer 170,Electronics,Keyboard,South,3,7619.02,1194.57
ORD1206,2025-07-17,Customer 091,Furniture,Chair,East,3,17542.07,2942.29
ORD1207,2025-09-28,Customer 060,Electronics,Smartphone,West,6,175320.89,35319.98
ORD1208,2025-05-28,Customer 009,Electronics,Monitor,East,6,142296.59,29037.71
ORD1209,2025-09-23,Customer 021,Furniture,Chair,North,7,40321.95,8577.63
ORD1210,2025-11-05,Customer 013,Furniture,Sofa,North,2,63269.33,11322.03
ORD1211,2025-07-29,Customer 175,Electronics,Smartphone,South,2,60595.19,12700.35
ORD1212,2025-07-13,Customer 060,Electronics,Monitor,East,4,81357.93,13597.82
ORD1213,2025-04-30,Customer 104,Electronics,Laptop,North,7,371201.89,75879.28
ORD1214,2025-07-13,Customer 073,Furniture,Desk,East,4,58636.28,10579.12
ORD1215,2025-11-01,Customer 191,Electronics,Monitor,East,1,24984.85,4590.77
ORD1216,2025-07-22,Customer 175,Electronics,Smartphone,East,3,78002.95,13082.88
ORD1217,2025-12-01,Customer 122,Electronics,Monitor,East,1,24751.2,4269.76
ORD1218,2025-05-27,Customer 168,Furniture,Desk,West,7,102470.93,16713.7
ORD1219,2025-11-03,Customer 031,Electronics,Smartphone,West,6,183394.83,33526.99
ORD1220,2025-05-05,Customer 012,Electronics,Keyboard,West,5,10812.9,1881.1
ORD1221,2025-10-29,Customer 043,Furniture,Chair,East,5,34945.68,7183.24
ORD1222,2025-06-09,Customer 111,Electronics,Keyboard,West,4,10417.04,1564.24
ORD1223,2025-10-19,Customer 026,Furniture,Sofa,North,2,60803.33,11070.97
ORD1224,2025-08-19,Customer 130,Electronics,Smartphone,North,6,165507.18,35506.2
ORD1225,2025-08-29,Customer 120,Furniture,Desk,East,6,85984.7,16869.91
ORD1226,2025-12-13,Customer 019,Furniture,Desk,South,5,69079.02,11218.88
ORD1227,2025-04-16,Customer 179,Electronics,Keyboard,South,6,12931.14,2346.67
ORD1228,2025-12-29,Customer 035,Furniture,Bookshelf,North,2,14131.94,2772.68
ORD1229,2025-05-24,Customer 081,Electronics,Monitor,West,7,147824.7,29815.61
ORD1230,2025-09-20,Customer 067,Furniture,Table,North,2,24064.33,5137.64
ORD1231,2025-06-19,Customer 089,Electronics,Smartphone,North,5,135760.99,24242.97
ORD1232,2025-02-03,Customer 147,Electronics,Smartphone,South,6,179592.23,35179.65
ORD1233,2025-03-01,Customer 156,Electronics,Monitor,West,1,20855.21,3417.06
ORD1234,2025-04-01,Customer 175,Electronics,Headphones,North,6,22057.45,3508.36
ORD1235,2025-11-30,Customer 183,Furniture,Bookshelf,South,1,6545.39,1290.96
ORD1236,2025-07-17,Customer 117,Furniture,Sofa,South,7,259802.25,56300.34
ORD1237,2025-09-20,Customer 196,Furniture,Bookshelf,South,2,14527.01,2504.96
ORD1238,2025-09-08,Customer 141,Electronics,Monitor,West,4,75413.21,13423.88
ORD1239,2025-11-06,Customer 171,Electronics,Keyboard,North,5,12289.79,2648.64
ORD1240,2025-07-18,Customer 163,Electronics,Monitor,North,6,131597.04,25563.27
ORD1241,2025-04-26,Customer 169,Electronics,Headphones,West,2,7866.61,1688.73
ORD1242,2025-09-29,Customer 022,Electronics,Keyboard,North,1,2698.5,548.82
ORD1243,2025-08-20,Customer 058,Furniture,Chair,North,4,23973.76,4678.18
ORD1244,2025-08-02,Customer 132,Furniture,Sofa,West,4,136219.26,22519.76
ORD1245,2025-01-15,Customer 068,Furniture,Sofa,North,7,220575.91,33202.3
ORD1246,2025-11-03,Customer 121,Furniture,Bookshelf,East,1,6240.49,1274.33
ORD1247,2025-12-12,Customer 031,Electronics,Smartphone,East,3,98289.33,16068.47
ORD1248,2025-08-15,Customer 127,Furniture,Desk,East,3,49149.36,10746.88
ORD1249,2025-06-23,Customer 177,Electronics,Keyboard,East,1,2718.05,459.2
ORD1250,2025-02-10,Customer 032,Furniture,Chair,North,4,28593.73,4642.05
ORD1251,2025-10-18,Customer 131,Furniture,Table,East,4,48011.03,9507.69
ORD1252,2025-12-31,Customer 137,Electronics,Keyboard,South,1,2512.34,393.59
ORD1253,2025-03-06,Customer 085,Electronics,Smartphone,East,7,188626.83,34383.77
ORD1254,2025-09-03,Customer 137,Electronics,Laptop,West,3,136230.19,27943.87
ORD1255,2025-03-27,Customer 150,Electronics,Keyboard,South,6,14625.0,2522.93
ORD1256,2025-06-29,Customer 114,Electronics,Headphones,West,2,7825.37,1252.64
ORD1257,2025-04-13,Customer 014,Electronics,Keyboard,South,1,2240.14,419.73
ORD1258,2025-01-01,Customer 020,Electronics,Laptop,East,2,93185.02,19030.59
ORD1259,2025-01-10,Customer 030,Electronics,Monitor,East,5,120663.2,19518.49
ORD1260,2025-10-28,Customer 009,Electronics,Headphones,East,2,7081.78,1468.36
ORD1261,2025-04-30,Customer 151,Furniture,Desk,East,3,46603.26,7830.36
ORD1262,2025-10-01,Customer 083,Furniture,Table,East,4,47491.39,8346.77
ORD1263,2025-10-05,Customer 018,Furniture,Chair,North,2,13980.81,2213.49
ORD1264,2025-03-06,Customer 140,Electronics,Smartphone,West,2,62525.14,11122.94
ORD1265,2025-12-02,Customer 079,Electronics,Headphones,East,1,3661.22,664.19
ORD1266,2025-12-23,Customer 124,Electronics,Headphones,East,7,27240.51,4452.76
ORD1267,2025-01-03,Customer 114,Furniture,Desk,South,5,67912.57,13679.68
ORD1268,2025-10-30,Customer 107,Furniture,Table,East,3,38273.75,5812.27
ORD1269,2025-04-16,Customer 084,Electronics,Keyboard,North,5,12448.22,2093.95
ORD1270,2025-10-29,Customer 151,Furniture,Bookshelf,North,1,7128.57,1261.58
ORD1271,2025-08-22,Customer 136,Electronics,Smartphone,West,4,107664.44,20400.98
ORD1272,2025-01-01,Customer 155,Electronics,Laptop,South,3,130199.85,27682.55
ORD1273,2025-10-30,Customer 096,Furniture,Bookshelf,West,2,15639.11,2860.34
ORD1274,2025-01-22,Customer 093,Electronics,Keyboard,East,4,9145.53,1746.83
ORD1275,2025-06-01,Customer 042,Electronics,Monitor,East,5,100565.05,15782.78
ORD1276,2025-03-06,Customer 037,Furniture,Desk,North,4,51643.64,10856.51
ORD1277,2025-05-05,Customer 053,Electronics,Monitor,West,3,57194.35,10009.92
ORD1278,2025-03-16,Customer 140,Furniture,Chair,East,3,21771.94,4682.64
ORD1279,2025-05-29,Customer 025,Furniture,Bookshelf,East,1,6192.19,1197.38
ORD1280,2025-10-03,Customer 029,Electronics,Headphones,West,7,26850.6,5016.34
ORD1281,2025-06-20,Customer 190,Furniture,Desk,East,1,14070.5,2429.63
ORD1282,2025-10-22,Customer 066,Furniture,Table,North,7,75692.6,16539.17
ORD1283,2025-10-21,Customer 080,Furniture,Table,West,4,54780.74,9677.09
ORD1284,2025-02-16,Customer 197,Furniture,Table,East,4,45423.63,7427.88
ORD1285,2025-09-01,Customer 082,Furniture,Bookshelf,North,7,50313.17,8810.19
ORD1286,2025-08-20,Customer 147,Furniture,Desk,North,6,98138.68,21128.73
ORD1287,2025-05-21,Customer 093,Furniture,Bookshelf,North,3,20691.59,3926.34
ORD1288,2025-07-22,Customer 015,Furniture,Chair,North,3,18451.19,3214.22
ORD1289,2025-12-20,Customer 078,Furniture,Table,West,1,10797.83,2166.24
ORD1290,2025-07-25,Customer 106,Furniture,Sofa,West,6,226098.99,37989.05
ORD1291,2025-12-29,Customer 011,Electronics,Keyboard,South,7,18011.32,3545.1
ORD1292,2025-05-24,Customer 196,Electronics,Keyboard,East,6,16907.55,3221.37
ORD1293,2025-01-31,Customer 006,Furniture,Chair,North,1,6851.82,1297.64
ORD1294,2025-11-08,Customer 091,Furniture,Bookshelf,East,2,13984.95,2553.69
ORD1295,2025-12-27,Customer 075,Furniture,Table,West,6,68343.47,14455.56
ORD1296,2025-04-09,Customer 030,Furniture,Table,North,1,10778.12,2201.36
ORD1297,2025-10-17,Customer 172,Furniture,Sofa,West,4,159547.47,34693.69
ORD1298,2025-08-05,Customer 024,Electronics,Smartphone,East,7,222132.12,39142.45
ORD1299,2025-08-21,Customer 197,Electronics,Monitor,South,6,131277.84,24878.13
ORD1300,2025-06-05,Customer 026,Furniture,Chair,East,7,43725.29,7837.03
ORD1301,2025-09-15,Customer 061,Electronics,Headphones,South,6,23127.62,3929.56
ORD1302,2025-01-09,Customer 087,Electronics,Headphones,South,1,3521.48,642.52
ORD1303,2025-10-16,Customer 124,Furniture,Table,East,2,25211.98,4446.67
ORD1304,2025-06-18,Customer 090,Electronics,Laptop,East,5,239085.38,39449.77
ORD1305,2025-07-06,Customer 190,Furniture,Table,East,2,22877.82,3586.71
ORD1306,2025-10-23,Customer 117,Furniture,Desk,South,2,33127.43,5156.33
ORD1307,2025-02-18,Customer 087,Electronics,Keyboard,North,7,18204.73,3277.43
ORD1308,2025-07-15,Customer 133,Electronics,Laptop,East,2,109065.98,23679.26
ORD1309,2025-05-22,Customer 010,Furniture,Sofa,North,5,164592.66,35092.68
ORD1310,2025-11-02,Customer 001,Electronics,Keyboard,West,6,13278.77,2047.42
ORD1311,2025-11-15,Customer 114,Electronics,Keyboard,South,2,5052.35,1081.72
ORD1312,2025-06-12,Customer 058,Electronics,Monitor,North,6,114699.44,24982.99
ORD1313,2025-03-14,Customer 019,Furniture,Bookshelf,South,2,13101.4,2849.63
ORD1314,2025-09-16,Customer 124,Electronics,Headphones,West,1,3846.52,839.74
ORD1315,2025-04-20,Customer 110,Electronics,Monitor,North,7,136764.41,28133.15
ORD1316,2025-11-25,Customer 153,Furniture,Table,North,7,95889.46,19114.48
ORD1317,2025-03-13,Customer 079,Furniture,Desk,East,4,56022.34,9821.38
ORD1318,2025-01-29,Customer 039,Electronics,Laptop,West,6,308928.87,55985.67
ORD1319,2025-11-11,Customer 042,Electronics,Headphones,North,5,15059.67,2425.01
ORD1320,2025-03-21,Customer 175,Electronics,Keyboard,West,6,15070.9,3248.27
ORD1321,2025-12-07,Customer 013,Electronics,Laptop,East,2,82149.85,13205.76
ORD1322,2025-07-27,Customer 133,Electronics,Smartphone,South,2,64052.87,12016.66
